Station,Country,ARMS_unit,date_start,date_end,Event_id,File_Name,File_Type,File_Download_URL,created_at,updated_at
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5792.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5759.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5791.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5793.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5794.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5795.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5798.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5796.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5797.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5800.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5799.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5802.jpg,Image,Closed Access,2019-09-08,2020-05-25
Koster,Sweden,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527,2019_Koster_VH1_IMG_5801.jpg,Image,Closed Access,2019-09-08,2020-05-25
